"EEC_MEASURE";"UNIT_MEASURE";"PCS";"SEX";"AGE";"EMPFORM";"EMPSTA";"EDUC";"IMMI";"WKTIME";"ACTIVITY";"UNDEREMP";"UNEMPDUR";"COMPOHALO";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"ACTRATE";"PT";"_T";"F";"Y55T59";"_T";"_T";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;81.4
"POP";"_Z";"_T";"F";"Y32";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;398
"POP";"_Z";"_T";"F";"Y20";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;389.9
"POP";"_Z";"_T";"F";"Y15T29";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5794.8
"PT_AGE_IN_EMP_BY_PCS";"PT";"6_NP";"F";"Y15T19";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"PT_AGE_IN_EMP_BY_PCS";"PT";"68";"_T";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"47";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3.9
"PT_AGE_IN_EMP_BY_PCS";"PT";"_X";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"PT_AGE_IN_EMP_BY_PCS";"PT";"68";"F";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6.8
"PT_AGE_IN_EMP_BY_PCS";"PT";"60";"F";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.3
"EMP";"_Z";"10";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6.3
"PT_AGE_IN_EMP_BY_PCS";"PT";"38";"_T";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5.2
"EMP";"_Z";"42";"M";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;45.1
"POP";"_Z";"_T";"M";"Y54";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;16
"EMP";"_Z";"_X";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C13T15";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"20";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_X";"_T";"_T";"_T";"A";2024;18.9
"PT_AGE_IN_EMP_BY_PCS";"PT";"33";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3.8
"EMP";"_Z";"40";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"GTI";"_T";"_T";"_T";"A";2024;1301.5
"EMP";"_Z";"20";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"P";"_T";"_T";"_T";"A";2024;8.3
"PT_AGE_IN_EMP_BY_PCS";"PT";"69";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;34.2
"PT_AGE_IN_EMP_BY_PCS";"PT";"42";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.6
"EMP";"_Z";"60";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M_N";"_T";"_T";"_T";"A";2024;188.2
"EMP";"_Z";"50";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M72";"_T";"_T";"_T";"A";2024;1.6
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"40";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"BTE";"_T";"_T";"_T";"A";2024;25.8
"EMPSAL";"_Z";"_T";"M";"Y15T24";"271";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;29.7
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C26";"_T";"_T";"_T";"A";2024;35.1
"EMP";"_Z";"_T";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"C10T12";"_T";"_T";"_T";"A";2024;36.3
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"40";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;25.3
"EMP";"_Z";"_T";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"F";"_T";"_T";"_T";"A";2024;20
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"20";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"A";"_T";"_T";"_T";"A";2024;0.6
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"40";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J61";"_T";"_T";"_T";"A";2024;30.2
"EMP";"_Z";"_T";"_T";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"O";"_T";"_T";"_T";"A";2024;1292.9
"POP";"_Z";"_T";"M";"Y48";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;375.8
"POP";"_Z";"_T";"M";"Y40";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;399.3
"POP";"_Z";"_T";"M";"Y29";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;384
"POP";"_Z";"_T";"M";"Y25T29";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1838.6
"POP";"_Z";"_T";"M";"Y21";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;383.6
"POP";"_Z";"_T";"M";"Y19";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;382.9
"EMP";"_Z";"31";"_T";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;93.5
"EMP";"_Z";"34";"_T";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;73.6
"UNEMP";"_Z";"_T";"F";"Y15T24";"_T";"2_BIT";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;14.2
"EMP";"_Z";"_T";"F";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1713.4
"UNEMPB";"_Z";"_T";"_T";"Y25T49";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"LT";"_T";"A";2024;289.7
"UNEMP";"_Z";"_T";"_T";"Y_GE65";"_T";"2_BIT";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.7
"EMP";"_Z";"5_NP";"_T";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.4
"EMP";"_Z";"63";"_T";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;153.8
"EMP";"_Z";"68";"_T";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;211.8
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;68.8
"POP";"_Z";"_T";"F";"Y39";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;21.5
"PT_EMPSTA_IN_POP";"PT";"_T";"F";"Y59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;36.1
"POP";"_Z";"_T";"F";"Y21";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;187.8
"POP";"_Z";"_T";"M";"Y30T34";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;134.3
"POP";"_Z";"_T";"F";"Y33";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;418.2
"EMPRATE";"PT";"_T";"M";"Y55T59";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;84.9
"PT_AGE_IN_EMP_BY_PCS";"PT";"38";"_T";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;26.7
"PT_AGE_IN_EMP_BY_PCS";"PT";"55";"F";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6
"PT_AGE_IN_EMP_BY_PCS";"PT";"64";"F";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"45";"_T";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;21.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"42";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;20.8
"PT_AGE_IN_EMP_BY_PCS";"PT";"20";"_T";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;35.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"31";"F";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;8
"PT_AGE_IN_EMP_BY_PCS";"PT";"50";"F";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"54";"_T";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;10.9
"POP";"_Z";"_T";"_T";"Y15T89";"_T";"1_BIT";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;4500
"EMP";"_Z";"_T";"M";"Y_GE15";"211";"1_BIT";"_T";"_T";"_T";"J";"_T";"_T";"_T";"A";2024;520.5
"EMP";"_Z";"_T";"_T";"Y_GE15";"211";"1_BIT";"_T";"_T";"_T";"M_N";"_T";"_T";"_T";"A";2024;2235.6
"ACTPOP";"_Z";"_T";"_T";"Y40T44";"_T";"_T";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;777.1
"ACTRATE";"PT";"_T";"_T";"Y20T24";"_T";"_T";"_T";"21";"_T";"_T";"_T";"_T";"_T";"A";2024;56.9
"EMP";"_Z";"_T";"F";"Y15T74";"_T";"1_BIT";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;1589.7
"ACTPOP";"_Z";"_T";"F";"Y25T29";"_T";"_T";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;165.3
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"23T25";"1_BIT";"_T";"_T";"_T";"J";"_T";"_T";"_T";"A";2024;2.6
"EMP";"_Z";"_T";"M";"Y_GE15";"2";"1_BIT";"_T";"_T";"_T";"J";"_T";"_T";"_T";"A";2024;577
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"23T25";"1_BIT";"_T";"_T";"_T";"A";"_T";"_T";"_T";"A";2024;3.2
"POP";"_Z";"_T";"_T";"Y15T24";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;355
"POP";"_Z";"_T";"F";"Y50T64";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;666
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"N";"_T";"_T";"_T";"A";2024;52
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"10";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J62_63";"_T";"_T";"_T";"A";2024;0
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"GTI";"_T";"_T";"_T";"A";2024;0.8
"EMP";"_Z";"_T";"F";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"N";"_T";"_T";"_T";"A";2024;356.1
"EMP";"_Z";"_T";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"Q86";"_T";"_T";"_T";"A";2024;432.9
"EMPSAL";"_Z";"_T";"_T";"Y25T49";"26";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;308.7
"EMPSAL";"_Z";"_T";"F";"Y50T64";"22";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;263.8
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"20";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M69T71";"_T";"_T";"_T";"A";2024;2.7
"EMP";"_Z";"_T";"F";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"M_N";"_T";"_T";"_T";"A";2024;1024.3
"EMP";"_Z";"_X";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C24_25";"_T";"_T";"_T";"A";2024;0.6
"EMP";"_Z";"20";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"RTU";"_T";"_T";"_T";"A";2024;256.2
"EMP";"_Z";"40";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"S";"_T";"_T";"_T";"A";2024;79.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"67";"M";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6.4
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"60";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C28";"_T";"_T";"_T";"A";2024;34.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"43";"M";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.3
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"_X";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"L";"_T";"_T";"_T";"A";2024;0.1
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"60";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C19";"_T";"_T";"_T";"A";2024;25
"EMP";"_Z";"60";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C28";"_T";"_T";"_T";"A";2024;56.9
"UNEMPRATE";"PT";"_T";"_T";"Y25T49";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6.7
"EMP";"_Z";"34";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;990.4
"EMP";"_Z";"33";"_T";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;79.2
"EMP";"_Z";"4_NP";"_T";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.5
"UNEMPRATE";"PT";"_T";"M";"Y65T74";"_T";"2_BIT";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;8.6
"UNEMP";"_Z";"37";"_T";"Y_GE15";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;98
"EMP";"_Z";"52";"F";"Y20T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;110.3
"EMP";"_Z";"65";"F";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;8.1
"EMP";"_Z";"_T";"F";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1770.2
"EMP";"_Z";"_T";"M";"Y_GE15";"211";"1_BIT";"_T";"_T";"_T";"F";"_T";"_T";"_T";"A";2024;1013
"ACTPOP";"_Z";"_T";"M";"Y25T29";"_T";"_T";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;147.8
"EMP";"_Z";"_T";"F";"Y15T74";"_T";"1_BIT";"_T";"21";"_T";"TMA";"_T";"_T";"_T";"A";2024;653.1
"EMP";"_Z";"_T";"M";"Y_GE15";"11";"1_BIT";"_T";"_T";"_T";"BTE";"_T";"_T";"_T";"A";2024;130.8
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"271";"1_BIT";"_T";"_T";"_T";"TER";"_T";"_T";"_T";"A";2024;1
"ACTRATE";"PT";"_T";"F";"Y15T24";"_T";"_T";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;45.5
"ACTRATE";"PT";"_T";"M";"Y25T49";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;92.7
"ACTRATE";"PT";"_T";"_T";"Y15T24";"_T";"_T";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;39.4
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"211";"1_BIT";"_T";"_T";"_T";"GTI";"_T";"_T";"_T";"A";2024;43.3
"PT_AGE_IN_EMP_BY_PCS";"PT";"64";"F";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.5
"PT_AGE_IN_EMP_BY_PCS";"PT";"64";"_T";"Y15T19";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"33";"_T";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5.9
"PT_AGE_IN_EMP_BY_PCS";"PT";"23";"_T";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.4
"EMP";"_Z";"5_NP";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.4
"EMP";"_Z";"2_NP";"F";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"PT_AGE_IN_EMP_BY_PCS";"PT";"53";"_T";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7.4
"EMP";"_Z";"5_NP";"M";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"33";"F";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;29
"EMPRATE";"PT";"_T";"F";"Y25T49";"_T";"1_BIT";"6T8";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;88.2
"POP";"_Z";"_T";"_T";"Y28";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;552.5
"EMPRATE";"PT";"_T";"M";"Y20T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;59.6
"POP";"_Z";"_T";"F";"Y35";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;344
"POP";"_Z";"_T";"F";"Y62";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;9.4
"POP";"_Z";"_T";"F";"Y15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;9.5
"POP";"_Z";"_T";"_T";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3401.3
"POP";"_Z";"_T";"_T";"Y27";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;556.8
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y30T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;42.6
"EMP";"_Z";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"O";"_T";"_T";"_T";"A";2024;383.4
"PT_EDUC_EMPSTA_IN_POP_BY_AGE";"PT";"_T";"_T";"Y15T24";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;57.7
"PT_EDUC_IN_POP";"PT";"_T";"_T";"Y25T29";"_T";"_T";"6T8";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;42
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"40";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"U";"_T";"_T";"_T";"A";2024;12.3
"EMP";"_Z";"_T";"_T";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"C27";"_T";"_T";"_T";"A";2024;0
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"40";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"G";"_T";"_T";"_T";"A";2024;23.2
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"60";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J58T60";"_T";"_T";"_T";"A";2024;0.6
"EMP";"_Z";"_T";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"J62_63";"_T";"_T";"_T";"A";2024;335.2
"EMP";"_Z";"_T";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"J61";"_T";"_T";"_T";"A";2024;2.5
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"40";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"O";"_T";"_T";"_T";"A";2024;17.5
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"_X";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"B";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"_T";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"M73T75";"_T";"_T";"_T";"A";2024;98.1
"EMP";"_Z";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"L";"_T";"_T";"_T";"A";2024;177.6
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"60";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J58T60";"_T";"_T";"_T";"A";2024;3.3
"EMP";"_Z";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M_N";"_T";"_T";"_T";"A";2024;3251.1
"EMP";"_Z";"50";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C29_30";"_T";"_T";"_T";"A";2024;9.1
"EMP";"_Z";"60";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"N";"_T";"_T";"_T";"A";2024;403.1
"PT_AGE_IN_EMP_BY_PCS";"PT";"46";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.5
"PT_AGE_IN_EMP_BY_PCS";"PT";"45";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.7
"PT_AGE_IN_EMP_BY_PCS";"PT";"30";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;35
"PT_AGE_IN_EMP_BY_PCS";"PT";"62";"M";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"63";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;23.6
"EMP";"_Z";"68";"_T";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;55.2
"UNEMP";"_Z";"5_NP";"_T";"Y_GE15";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"UNEMP";"_Z";"_T";"F";"Y55T59";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;86.4
"EMP";"_Z";"40";"_T";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;366.1
"UNEMP";"_Z";"_T";"M";"Y65T74";"_T";"2_BIT";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;4.6
"UNEMPRATE";"PT";"_T";"F";"Y30T34";"_T";"2_BIT";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;15
"EMP";"_Z";"50";"_T";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;871.3
"EMP";"_Z";"48";"F";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;10
"EMP";"_Z";"69";"_T";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;20.6
"ACTPOP";"_Z";"_T";"M";"Y15T24";"_T";"_T";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;343.1
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"11";"1_BIT";"_T";"_T";"_T";"A";"_T";"_T";"_T";"A";2024;13.6
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"P";"_T";"_T";"_T";"A";2024;25.5
"ACTRATE";"PT";"_T";"_T";"Y45T49";"_T";"_T";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;74
"EMP";"_Z";"_T";"F";"Y_GE15";"11";"1_BIT";"_T";"_T";"_T";"K";"_T";"_T";"_T";"A";2024;22.2
"ACTPOP";"_Z";"_T";"_T";"Y50T54";"_T";"_T";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;564.5
"ACTPOP";"_Z";"_T";"M";"Y45T49";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;313.6
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"271";"1_BIT";"_T";"_T";"_T";"F";"_T";"_T";"_T";"A";2024;0.4
"ACTPOP";"_Z";"_T";"_T";"Y30T34";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;447.1
"POP";"_Z";"_T";"_T";"Y65T69";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;432.5
"POP";"_Z";"_T";"F";"Y51";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;18.7
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y40";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;49.2
"PT_EMPSTA_IN_POP";"PT";"_T";"F";"Y48";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.8
"EMPRATE";"PT";"_T";"_T";"Y15T19";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7.7
